tag,avg_rating,rating_count
politicians,3.6153846153846154,13
sex workers,3.6153846153846154,13
better than the book,3.6153846153846154,13
corporate espionage,3.6153846153846154,52
resistance movement,3.6153846153846154,65
gus van sant,3.6147540983606556,61
christopher lee,3.6145833333333335,96
james bond,3.6145404663923184,729
iraq,3.614406779661017,118
hitchcockian,3.6142857142857143,35
reflection,3.6142857142857143,35
sign language,3.6140939597315436,149
arms dealer,3.613970588235294,136
pyramids,3.6136363636363638,22
foreign film,3.6136363636363638,44
james mason,3.6136363636363638,44
swearing,3.61340206185567,97
will smith,3.613049095607235,774
cyborg,3.612962962962963,270
deep ocean,3.6129032258064515,31
standoff,3.6129032258064515,31
man wears a suit and tie,3.6129032258064515,31
european,3.6129032258064515,31
buenos aires,3.6129032258064515,31
1970s,3.6128472222222223,864
friends,3.61284046692607,257
culture shock,3.6125,40
health,3.6125,40
wolverine,3.6122448979591835,98
street gang,3.6122448979591835,49
geena davis,3.6120689655172415,58
class,3.611940298507463,67
parenthood,3.611764705882353,170
living dead,3.611111111111111,63
stop-motion animation,3.611111111111111,18
zombie survival,3.611111111111111,18
pedro pascal,3.611111111111111,18
changing fate,3.611111111111111,27
ethnic slur,3.611111111111111,36
based on a comic,3.611111111111111,657
assistant,3.611111111111111,36
head-shot,3.611111111111111,18
mouse,3.611111111111111,36
hearse,3.611111111111111,18
el train,3.611111111111111,18
motherhood,3.611111111111111,162
extreme animal violence,3.611111111111111,18
talking to oneself in a mirror,3.611111111111111,18
leslie mann,3.611111111111111,36
harold ramis,3.611111111111111,54
susan sarandon,3.61046511627907,86
homicide,3.610169491525424,59
andy garcia,3.61,50
antonio banderas,3.61,150
alien series,3.61,50
boobs,3.609375,32
voyeurism,3.6092814371257487,334
ben affleck,3.608974358974359,468
hubris,3.608695652173913,23
mexican,3.608695652173913,92
dreamworks,3.608695652173913,253
spoof,3.608455882352941,544
jason segel,3.6082089552238807,134
sibling relationship,3.607843137254902,306
frustration,3.607843137254902,51
amanda seyfried,3.60752688172043,93
denis leary,3.607142857142857,14
hearing impairment,3.607142857142857,14
amnesia,3.607142857142857,616
morphing,3.607142857142857,14
epistolary,3.607142857142857,14
surfing,3.607142857142857,98
multiple storyline,3.607142857142857,14
malfunction,3.607142857142857,28
unlawful confinement,3.607142857142857,14
houston,3.607142857142857,14
british royal family,3.607142857142857,14
long island,3.607142857142857,14
alan cumming,3.607142857142857,14
czechoslovakia,3.607142857142857,14
yakuza,3.6068702290076335,131
whales,3.606060606060606,33
daisy ridley,3.6058823529411765,85
invention,3.605769230769231,52
fbi,3.6056105610561056,303
surveillance,3.6055555555555556,450
pam grier,3.6052631578947367,19
jenny agutter,3.6052631578947367,19
double-crossing,3.6052631578947367,19
repetition,3.6052631578947367,19
ving rhames,3.6052631578947367,38
idol,3.6052631578947367,19
philadelphia pennsylvania,3.6052631578947367,19
14th century,3.6052631578947367,19
man's best friend,3.6052631578947367,19
saving a life,3.6052631578947367,19
zombies,3.605209397344229,1958
foreign language,3.6049723756906076,181
nazi germany,3.6049382716049383,162
ghosts,3.6049250535331905,934
sweden,3.6044303797468356,158
zombification,3.6041666666666665,24
american culture,3.6041666666666665,24
kgb,3.603448275862069,58
chris hemsworth,3.603448275862069,232
imposter,3.603448275862069,29
zombie movie,3.603448275862069,29
absent father,3.603448275862069,29
altering history,3.603448275862069,29
lady gaga,3.6029411764705883,34
psycho,3.6027397260273974,73
gnosticism,3.6025641025641026,39
pop culture,3.6023622047244093,127
patrick stewart,3.6016260162601625,246
aubrey plaza,3.601449275362319,69
erotic thriller,3.601063829787234,94
bunker,3.601010101010101,99
less than 300 ratings,3.600896860986547,223
double life,3.600558659217877,179
social media,3.6005434782608696,184
zombie outbreak,3.6,20
waking up,3.6,15
acrophobia,3.6,15
tears,3.6,90
bohemian,3.6,10
stark,3.6,10
feminist film,3.6,10
knowledge,3.6,10
complicated relationships,3.6,10
fall,3.6,10
grifting,3.6,15
pop,3.6,15
charity,3.6,25
second chance,3.6,50
children's,3.6,15
writer: j.k. rowling,3.6,25
shouting,3.6,15
shapely legs,3.6,10
battery,3.6,10
american revolution,3.6,20
working conditions,3.6,10
financial markets,3.6,10
rural community,3.6,10
instagram,3.6,10
adele exarchopoulos,3.6,10
insider acting stuff,3.6,15
finger gun,3.6,20
reference to john wayne,3.6,10
taxes,3.6,25
old mansion,3.6,10
battle axe,3.6,10
editor,3.6,10
entrepreneur,3.6,40
emigration,3.6,10
isabelle huppert,3.6,25
turban,3.6,10
drag queen,3.6,35
shot in the knee,3.6,10
mace,3.6,10
fred dekker,3.6,10
renaissance,3.6,10
irish mob,3.6,10
corporate executive,3.6,10
religious cult,3.6,60
john wick,3.6,15
multiple personality disorder,3.6,25
narcotics,3.6,10
lack of empathy,3.6,20
casablanca,3.6,15
anti-soviet,3.6,10
disconcertingly non-linear,3.6,10
sense of smell,3.6,20
psychedelia,3.6,10
promiscuous woman,3.6,15
brittany,3.6,10
speilberg,3.6,10
r:sexual content,3.6,10
brian depalma,3.6,10
marvel cinematic universe,3.599609375,768
criminal,3.5995670995670994,231
office,3.5985915492957745,142
college,3.5983193277310925,595
space colony,3.5980392156862746,51
concert,3.597457627118644,118
supernatural,3.5972602739726027,1460
eric bana,3.5972222222222223,72
seen 2014,3.5972222222222223,72
egg,3.5972222222222223,36
child labor,3.5972222222222223,36
cats,3.597142857142857,175
extraterrestrial life,3.5970149253731343,67
car chase,3.5969026548672565,1130
freaks,3.5961538461538463,26
buddy movie,3.596026490066225,453
seen 2023,3.5956521739130434,115
without romance,3.5952380952380953,21
patrick wilson,3.5952380952380953,42
inspired by a real-life person,3.5952380952380953,21
lifting an adult into the air,3.5952380952380953,21
german soldier,3.5952380952380953,21
barbara hershey,3.5952380952380953,21
adult,3.5952380952380953,21
one last job,3.5952380952380953,21
husband-wife relationship,3.594972067039106,179
drug overdose,3.5945945945945947,37
epilepsy,3.5945945945945947,37
family drama,3.5943877551020407,196
age difference,3.5942028985507246,69
witches,3.594170403587444,223
male time traveller,3.59375,32
mark strong,3.59375,48
helicopters,3.59375,32
moaning,3.59375,16
cross dressing women,3.59375,16
out of order,3.59375,16
doug liman,3.59375,16
moon,3.59375,240
sea bottom,3.59375,16
multiple personality,3.59375,16
man in a bathtub,3.59375,16
based on a tv series,3.59375,16
coup d'état,3.59375,16
leelee sobieski,3.59375,16
armando iannucci,3.59375,16
magazine,3.59375,48
docventures,3.59375,16
neil jordan,3.59375,16
desire,3.5933333333333333,75
dystopian future,3.5933333333333333,75
teamwork,3.593283582089552,134
suicide,3.5930609597924774,1542
william shatner,3.5930232558139537,86
fanservice,3.5925925925925926,27
performance,3.5925925925925926,27
set up,3.5925925925925926,27
men in drag,3.5925925925925926,27
john wayne,3.592233009708738,103
medicine,3.5921985815602837,141
voice over,3.5921052631578947,38
composer,3.5921052631578947,38
marx brothers,3.591666666666667,60
rom-com,3.590909090909091,11
final girl,3.590909090909091,11
porno industry,3.590909090909091,11
death by gunshot,3.590909090909091,11
cavern,3.590909090909091,11
pete postlethwaite,3.590909090909091,22
gwenth paltrow,3.590909090909091,11
secondhand embarrassment,3.590909090909091,11
unusual friendship,3.590909090909091,11
concierge,3.590909090909091,11
retrospective,3.590909090909091,11
male rape,3.590909090909091,11
railroad track,3.590909090909091,11
razor,3.590909090909091,22
private investigator,3.590909090909091,55
sociopaths,3.590909090909091,11
robbie coltrane,3.590909090909091,11
john cassavetes,3.590909090909091,11
revenge as motive,3.590909090909091,11
austin,3.590909090909091,22
twist downer ending,3.590909090909091,11
carol kane,3.590909090909091,11
jus+san,3.590909090909091,77
reference to mickey mouse,3.590909090909091,11
gun fights,3.590909090909091,11
bennett miller,3.590909090909091,11
biopics,3.590909090909091,22
infantry,3.590909090909091,22
walter hill,3.590909090909091,11
dermot mulroney,3.590909090909091,11
demolition,3.590909090909091,11
stone age,3.590909090909091,22
small community,3.590909090909091,11
death of title character,3.590909090909091,22
husband,3.590909090909091,11
protective father,3.590909090909091,11
bbc produced,3.590909090909091,11
distorted representation of history,3.590909090909091,11
tv station,3.590909090909091,11
traffic,3.590909090909091,11
night life,3.590909090909091,11
hit with a car door,3.590909090909091,11
rosario dawson,3.5903614457831323,83
cinema,3.59,50
aging,3.5899653979238755,289
transhumanist,3.58974358974359,39
computer hacker,3.589041095890411,73
storm,3.5885714285714285,175
anthony mackie,3.588235294117647,17
samara weaving,3.588235294117647,34
gourmet,3.588235294117647,17
melissa george,3.588235294117647,17
slow build,3.588235294117647,34
payphone,3.588235294117647,17
uruguay,3.588235294117647,17
body modification,3.588235294117647,17
shrine,3.588235294117647,17
lesbian subtext,3.588235294117647,102
kids and family,3.5876288659793816,97
goblin,3.5875,40
freddy krueger,3.5875,40
john candy,3.5875,80
kevin costner,3.5872340425531917,235
french resistance,3.5869565217391304,23
small business,3.5869565217391304,23
kirsten dunst,3.5866425992779782,277
italy,3.5863095238095237,504
natural disaster,3.5860655737704916,244
suicide attempt,3.586021505376344,279
macaulay culkin,3.5859375,64
community,3.585714285714286,105
headphones,3.585714285714286,35
vince vaughn,3.5854922279792745,193
annette bening,3.5853658536585367,41
school,3.585081585081585,429
manipulation,3.5850785340314135,382
dr. seuss,3.5849056603773586,53
boris karloff,3.5849056603773586,53
marvel,3.584646555605583,2221
film industry,3.5843373493975905,83
aaron paul,3.5833333333333335,24
rough,3.5833333333333335,12
subgenre:buddies,3.5833333333333335,12
tornado,3.5833333333333335,48
not enough monster action,3.5833333333333335,18
multiple time frames,3.5833333333333335,12
apprentice,3.5833333333333335,18
antenna,3.5833333333333335,12
thomas jane,3.5833333333333335,12
oscar (best editing),3.5833333333333335,54
pipe smoking,3.5833333333333335,30
odd,3.5833333333333335,72
capital punishment,3.5833333333333335,36
comic movie,3.5833333333333335,12
oscar nominee: supporting actor,3.5833333333333335,30
invented language,3.5833333333333335,18
fred astaire,3.5833333333333335,42
jay chou,3.5833333333333335,12
behind the scenes,3.5833333333333335,30
tour,3.5833333333333335,30
freemason,3.5833333333333335,12
mute character,3.5833333333333335,36
cosmic horror,3.5833333333333335,60
gay sex,3.5833333333333335,42
italian,3.5833333333333335,270
mock documentary,3.5833333333333335,18
kid on his own,3.5833333333333335,12
diablo cody,3.5833333333333335,12
pg-13:language,3.5833333333333335,12
mockery,3.5833333333333335,12
bolivia,3.5833333333333335,12
maturity,3.5833333333333335,12
mid-life crisis,3.5833333333333335,12
action figure,3.5833333333333335,12
mickey rooney,3.5833333333333335,12
native american,3.5827586206896553,145
acting,3.582659808963997,1361
70s,3.582089552238806,134
split personality,3.58203125,128
short,3.5811001410437235,709
cat killing,3.581081081081081,37
despair,3.580808080808081,99
southern,3.5806451612903225,31
fundamentalism,3.5806451612903225,31
adapted from b'way,3.5806451612903225,31
bathroom,3.5806451612903225,93
deceased family member,3.5806451612903225,31
drug,3.5806451612903225,31
kathy bates,3.580357142857143,56
gay character,3.5803108808290154,193
tragic love,3.58,25
skateboarding,3.58,75
bruise,3.58,25
sculpture,3.58,25
warlord,3.5795454545454546,44
female empowerment,3.5795454545454546,44
narration,3.5791666666666666,120
london,3.5790139064475346,791
mice,3.5789473684210527,19
large family,3.5789473684210527,19
courtesan,3.5789473684210527,19
elton john,3.5789473684210527,19
losing virginity,3.5789473684210527,19
rare,3.5789473684210527,19
satan,3.5785123966942147,121
avant-garde,3.578125,32
bowling,3.578125,96
sicily,3.578125,32
alcatraz,3.5775862068965516,58
robot,3.577262693156733,453
compass,3.576923076923077,13
hiroshima,3.576923076923077,13
byung-hun lee,3.576923076923077,13
gold rush,3.576923076923077,13
catwoman,3.576923076923077,26
dead wife,3.576923076923077,13
bechdel test+,3.576923076923077,13
fade to black,3.576923076923077,13
donald sutherland,3.576923076923077,91
gay rights,3.576923076923077,26
court martial,3.576923076923077,13
grief porn,3.576923076923077,13
michael giacchino,3.576923076923077,13
wind,3.576923076923077,26
maya,3.576923076923077,13
therapy,3.576923076923077,65
electroshock therapy,3.576923076923077,13
battered woman,3.576923076923077,13
protagonist is a performer,3.576923076923077,13
hiding,3.576923076923077,65
20th century studios,3.576923076923077,13
paranormal,3.5764705882352943,340
superhero,3.5761217948717947,4368
hunting,3.5759493670886076,158
russian revolution,3.5757575757575757,33
cliff,3.5757575757575757,33
theatrical,3.5757575757575757,33
collateral damage,3.575,20
shanghai,3.575,40
haunted,3.575,20
government,3.575,120
david carradine,3.575,20
1920's,3.575,40
white supremacists,3.575,20
rose byrne,3.575,80
nursing home,3.574074074074074,27
mexico,3.5739910313901344,446
greek mythology,3.5739910313901344,223
siblings,3.5736994219653178,346
hulk,3.5734265734265733,143
con man,3.573394495412844,109
forest whitaker,3.5733333333333333,150
cowboys,3.5733333333333333,75
vietnam war veteran,3.573170731707317,41
letters,3.573170731707317,41
hip hop,3.5727848101265822,158
extraterrestrial,3.5725806451612905,124
marriage,3.572107765451664,631
netflix,3.5716216216216217,370
geology,3.5714285714285716,14
grim reaper,3.5714285714285716,14
okinawa,3.5714285714285716,14
acid trip,3.5714285714285716,14
hayley atwell,3.5714285714285716,14
michael b. jordan,3.5714285714285716,49
stagecoach,3.5714285714285716,21
orcs,3.5714285714285716,56
yimou zhang,3.5714285714285716,14
killer child,3.5714285714285716,14
pat morita,3.5714285714285716,21
belief,3.5714285714285716,21
mandarin,3.5714285714285716,14
convoy,3.5714285714285716,14
sex offender,3.5714285714285716,14
physical comedy,3.5714285714285716,77
obedience,3.5714285714285716,14
bug,3.5714285714285716,14
love letters,3.5714285714285716,14
occupation,3.5714285714285716,35
ping pong,3.5714285714285716,14
elia kazan,3.5714285714285716,14
topless,3.5714285714285716,28
teen,3.5708200212992547,939
alternate dimension,3.5705128205128207,78
internet,3.570446735395189,291
jon favreau,3.5704225352112675,71
writer,3.570336391437309,327
stylized violence,3.57,300
remote control,3.57,50
glbt,3.57,50
don cheadle,3.5695652173913044,115
adapted from:true story,3.5689655172413794,29
teaching,3.5689655172413794,29
class differences,3.5689655172413794,174
drew barrymore,3.568783068783069,189
guilty pleasure,3.56875,160
midget,3.5686274509803924,51
aaron eckhart,3.5684931506849313,73
mental disorders,3.5681818181818183,44
rare books,3.5681818181818183,22
spirit,3.5681818181818183,44
bad luck,3.5681818181818183,44
nicolas cage,3.5681818181818183,660
beautiful animations,3.5681818181818183,22
rivalry,3.5681818181818183,242
psychotherapy,3.5681818181818183,22
social class,3.5681818181818183,22
patricia arquette,3.5681818181818183,44
unrealistic therapist,3.5681818181818183,22
europe,3.567982456140351,228
con artist,3.5673076923076925,156
parent child relationship,3.5670498084291187,261
las vegas,3.566775244299674,307
medical school,3.566666666666667,15
flight attendant,3.566666666666667,15
industrialist,3.566666666666667,15
eric idle,3.566666666666667,15
bad guy wins,3.566666666666667,15
title directed by male,3.566666666666667,15
daily life,3.566666666666667,15
globe,3.566666666666667,15
neighborhood,3.566666666666667,30
hierarchy,3.566666666666667,45
sexuality:bdsm,3.566666666666667,15
car driving,3.566666666666667,15
caregiver,3.566666666666667,15
r:disturbing violent content including rape,3.566666666666667,15
psychiatric ward,3.566666666666667,15
legenda pt-br,3.566666666666667,15
sci-fi comedy,3.566666666666667,15
riches to rags,3.566666666666667,15
great idea,3.566666666666667,30
child killing,3.566666666666667,75
kevin hart,3.5661764705882355,68
1990s,3.5661157024793386,484
conspiracy theory,3.5660377358490565,477
unsimulated sex scenes,3.5657894736842106,38
slow motion,3.5655737704918034,122
silent film,3.5654761904761907,168
gerard butler,3.565340909090909,176
racial tension,3.5652173913043477,23
techno,3.5652173913043477,23
pacifism,3.564516129032258,31
lovers,3.564516129032258,31
juvenile delinquent,3.564516129032258,31
good actors,3.564516129032258,31
nudity (topless),3.564265312599175,3151
twenty something,3.5641025641025643,39
stage,3.5638297872340425,47
small cast,3.5638297872340425,47
childhood trauma,3.5636363636363635,55
time traveler,3.5632911392405062,79
ford,3.5625,24
seen 2016,3.5625,64
caste system,3.5625,16
julie christie,3.5625,16
jack sparrow,3.5625,16
btaege,3.5625,24
hate crime,3.5625,16
ruins,3.5625,48
evangeline lilly,3.5625,80
betting,3.5625,16
billboard,3.5625,16
last man on earth,3.5625,80
moustache,3.5625,16
modern music,3.5625,24
drug humor,3.5625,16
war on drugs,3.5625,16
teenage daughter,3.5625,16
saloon,3.5625,32
megacorporation,3.5625,48
single mother,3.5622317596566524,233
disaster,3.5619223659889094,541
007,3.5615671641791047,268
nyc,3.56140350877193,171
apes,3.56140350877193,57
good concept,3.5609756097560976,82
evil child,3.5609756097560976,41
crusades,3.5609756097560976,41
tony stark,3.5606060606060606,33
cons and scams,3.5606060606060606,33
one-night stand,3.5606060606060606,33
pickpocket,3.5606060606060606,33
john c. reilly,3.560185185185185,108
spacecraft,3.560185185185185,216
parallel world,3.56,75
bandage,3.56,25
magicians,3.56,25
scotland,3.5598885793871866,359
dream sequence,3.5598591549295775,142
turkey,3.5597014925373136,67
royalty,3.559288537549407,253
unlikely hero,3.5591397849462365,93
insurance,3.5588235294117645,34
all-star cast,3.5588235294117645,68
recording,3.5588235294117645,34
clockwork devices,3.5588235294117645,34
carl reiner,3.5588235294117645,17
piano player,3.5588235294117645,17
shakespeare adaptation,3.5588235294117645,17
harlem,3.5588235294117645,17
cross dressing,3.5588235294117645,238
katharine isabelle,3.5588235294117645,17
lost child,3.5588235294117645,17
documentary style,3.5588235294117645,34
hospital bed,3.5588235294117645,17
transsexuals,3.5588235294117645,17
holes70s,3.5588235294117645,17
marine corps,3.5588235294117645,17
malin akerman,3.5588235294117645,17
seeing the future,3.5588235294117645,17
second world war,3.5588235294117645,17
theatre,3.5585106382978724,94
death,3.5584562996594777,1762
comet,3.558139534883721,43
teacher,3.558047493403694,379
olympic games,3.5576923076923075,26
wrongful conviction,3.5576923076923075,26
sex addict,3.5576923076923075,26
david tennant,3.5576923076923075,26
sex trafficking,3.5576923076923075,26
group therapy,3.5576923076923075,26
new york,3.557399723374827,723
playwright,3.557142857142857,35
laundromat,3.557142857142857,35
gay subtext,3.557142857142857,35
spanish language,3.557142857142857,70
charlie sheen,3.5568181818181817,88
maya rudolph,3.5568181818181817,44
mel gibson,3.5564663023679417,549
slum,3.556451612903226,62
prostitution,3.5560420315236425,571
drill instructor,3.5555555555555554,18
wound,3.5555555555555554,54
lds,3.5555555555555554,18
bodybuilding,3.5555555555555554,18
taboo,3.5555555555555554,36
male masturbation,3.5555555555555554,18
poison gas,3.5555555555555554,18
personality disorder,3.5555555555555554,27
katie holmes,3.5555555555555554,36
murder by gunshot,3.5555555555555554,18
rhys ifans,3.5555555555555554,27
chekhov's gun,3.5555555555555554,18
misanthrope,3.5555555555555554,18
dishonesty,3.5555555555555554,18
snl,3.5555555555555554,18
discipline,3.5555555555555554,27
private eye,3.5555555555555554,18
secret passage,3.5555555555555554,36
riot,3.5548780487804876,82
guilt,3.5546218487394956,238
beauty pageant,3.5545454545454547,55
female warriors,3.5545454545454547,55
malcolm mcdowell,3.5543478260869565,46
makeup,3.5543478260869565,46
storyline,3.5542168674698793,83
steve jobs,3.554054054054054,37
colombia,3.554054054054054,37
norwegian,3.554054054054054,74
break-up,3.554054054054054,111
israel,3.553977272727273,176
juliette lewis,3.5538461538461537,65
puzzle thriller,3.5535714285714284,28
penguin,3.5535714285714284,28
1940s,3.553448275862069,290
drag queens,3.5531914893617023,47
peter dinklage,3.553030303030303,66
thief,3.552910052910053,189
gorgeous visuals,3.5526315789473686,76
bereavement,3.5526315789473686,19
rene russo,3.5526315789473686,19
don quixote,3.5526315789473686,19
pocket watch,3.5526315789473686,19
zombie violence,3.5526315789473686,19
elisabeth shue,3.5526315789473686,38
female friendship,3.5526315789473686,152
pornography,3.552521008403361,238
ghost story,3.5520833333333335,96
justin long,3.551948051948052,77
short films,3.5517241379310347,29
film history,3.5517241379310347,29
marijuana,3.5516129032258066,465
choreographic violence,3.551282051282051,78
interactive,3.5510204081632653,49
edgar award (best motion picture),3.5510204081632653,49
euthanasia,3.5508474576271185,59
terminal illness,3.550595238095238,168
renee zellweger,3.55045871559633,109
mary elizabeth mastrantonio,3.55,10
tomboy,3.55,30
love conquers all,3.55,10
cynic,3.55,10
future soviet union,3.55,10
langley virginia,3.55,10
spitting in someone's face,3.55,10
south pacific,3.55,10
oedipus,3.55,10
90's,3.55,10
post traumatic stress disorder,3.55,10
diplomat,3.55,10
neurosurgeon,3.55,10
neil degrasse tyson,3.55,10
food shortage,3.55,10
sexy leading actresses,3.55,10
seedy,3.55,10
nick jonas,3.55,10
partnership,3.55,10
support group,3.55,40
charles dance,3.55,10
polyamory,3.55,60
teen sex,3.55,10
teenage,3.55,70
skid row,3.55,10
swing dancing,3.55,10
astrophysics,3.55,10
man with no name,3.55,20
self image,3.55,10
totalitarian states,3.55,10
cinema history,3.55,10
tye sheridan,3.55,10
opium,3.55,20
senseless,3.55,20
virtual reality simulation,3.55,10
rottweiler,3.55,10
playing pool,3.55,20
indoor plant,3.55,10
mob violence,3.55,10
war is hell,3.55,10
moon landing,3.55,50
street vendor,3.55,10
drug addiction,3.5497512437810945,201
mother daughter relationship,3.549074074074074,540
paranormal phenomena,3.548780487804878,41
stoner comedy,3.5486725663716814,113
halloween,3.5485933503836318,391
translator,3.5483870967741935,31
unhappy marriage,3.5483870967741935,31
island,3.5483558994197293,517
graffiti,3.547945205479452,73
lon chaney,3.5476190476190474,21
traumatized protagonist,3.5476190476190474,21
kiera knightley,3.5476190476190474,21
energy,3.5476190476190474,21
life after death,3.5476190476190474,21
silicon valley,3.5476190476190474,21
west virginia,3.5476190476190474,21
idea,3.5476190476190474,21
hijacking,3.5472972972972974,74
christmas,3.5471562275018,1389
interviews,3.5470588235294116,85
nascar,3.546875,32
future tech,3.546875,32
androgyny,3.546875,32
family film,3.546875,32
adoption,3.5464601769911503,226
werewolves,3.5464071856287425,334
teen pregnancy,3.546153846153846,65
drawing,3.545977011494253,87
comic book,3.5459355459355457,2079
bloody,3.5455801104972378,362
mean,3.5454545454545454,11
hybernation,3.5454545454545454,11
good deed,3.5454545454545454,11
jigsaw puzzle,3.5454545454545454,11
ron livingston,3.5454545454545454,22
bonfire,3.5454545454545454,22
wind in hair,3.5454545454545454,11
different perspective,3.5454545454545454,11
death star,3.5454545454545454,11
medieval times,3.5454545454545454,22
4:3 aspect ratio,3.5454545454545454,22
rodney dangerfield,3.5454545454545454,22
erich von stroheim,3.5454545454545454,11
horde,3.5454545454545454,11
bechdel test:pass (barely),3.5454545454545454,33
normandy,3.5454545454545454,11
radical,3.5454545454545454,11
ghostface,3.5454545454545454,11
sex doll,3.5454545454545454,11
living room,3.5454545454545454,11
ruthless,3.5454545454545454,11
psychic character,3.5454545454545454,11
teenage superhero,3.5454545454545454,22
abusive husband,3.5454545454545454,55
gps,3.5454545454545454,11
hole in chest,3.5454545454545454,11
seen 2018,3.5454545454545454,55
envy,3.5454545454545454,33
jennifer ehle,3.5454545454545454,11
suit,3.5454545454545454,11
child's point of view,3.5454545454545454,44
ethics of science,3.5454545454545454,11
neve campbell,3.5454545454545454,44
cowardice,3.5454545454545454,22
dead father,3.5454545454545454,11
estranged father,3.5454545454545454,11
climate change,3.5451977401129944,177
deafness,3.5450819672131146,122
identity crisis,3.545,100
based on true events,3.5448717948717947,78
male friendship,3.544642857142857,112
gun violence,3.5444444444444443,45
mental institution,3.5443037974683542,158
sfx,3.5441176470588234,34
lawyer,3.543918918918919,296
nihilistic,3.543859649122807,57
istanbul,3.543859649122807,57
princess,3.54375,160
jews,3.5437158469945356,183
leg spreading,3.5434782608695654,23
sexual inuendo,3.5434782608695654,23
pro-life,3.5434782608695654,23
old school,3.5434782608695654,23
somber,3.543307086614173,127
father-daughter relationship,3.543103448275862,58
covert operation,3.5428571428571427,35
sexual fantasy,3.5428571428571427,35
alec baldwin,3.542682926829268,82
abusive mother,3.5425531914893615,47
superhero team,3.5424242424242425,165
torment,3.5416666666666665,24
the ending,3.5416666666666665,12
car set on fire,3.5416666666666665,24
assisted suicide,3.5416666666666665,24
afrofuturism,3.5416666666666665,36
crowdfunded,3.5416666666666665,12
imogen poots,3.5416666666666665,12
traps,3.5416666666666665,36
calligraphy,3.5416666666666665,12
peach,3.5416666666666665,12
dinner party,3.5416666666666665,24
mini coopers,3.5416666666666665,12
what happened to epilogue,3.5416666666666665,24
amusing,3.5416666666666665,12
alps,3.5416666666666665,24
slander,3.5416666666666665,12
brat pack,3.5416666666666665,36
postman,3.5416666666666665,12
limp,3.5416666666666665,12
gun-fu,3.5416666666666665,12
old friends,3.5416666666666665,12
wendigo,3.5416666666666665,12
privilege,3.5416666666666665,12
motel,3.5413533834586466,133
embezzlement,3.5405405405405403,37
fiction,3.5405405405405403,74
autistic,3.54,25
doubt,3.54,25
whodunit,3.539877300613497,163
cheating,3.539325842696629,178
jet li,3.539285714285714,140
television,3.539039039039039,333
projectionist,3.5384615384615383,13
empire state building,3.5384615384615383,13
psychological drama,3.5384615384615383,91
child neglect,3.5384615384615383,13
gina gershon,3.5384615384615383,13
ex-convict,3.5384615384615383,13
molly shannon,3.5384615384615383,13
loss of sense of reality,3.5384615384615383,13
expedition,3.5384615384615383,52
gang violence,3.5384615384615383,26
errol flynn,3.5384615384615383,26
rebel wilson,3.5384615384615383,26
foreigner,3.5384615384615383,13
espn,3.5384615384615383,13
cowboy,3.5377358490566038,106
devil worship,3.537037037037037,27
mob mentality,3.537037037037037,27
interesting idea,3.537037037037037,27
shot in the hand,3.537037037037037,27
frantic,3.537037037037037,54
fast food restaurant,3.537037037037037,27
phillip seymour hoffman,3.537037037037037,27
new england,3.536144578313253,83
gory,3.5358565737051793,251
talking animals,3.535796766743649,866
routine,3.5357142857142856,14
gem,3.5357142857142856,14
female driven,3.5357142857142856,14
web of lies,3.5357142857142856,14
radioactivity,3.5357142857142856,14
rebirth,3.5357142857142856,28
vaudeville,3.5357142857142856,14
half human,3.5357142857142856,14
cool concept,3.5357142857142856,28
korean american,3.5357142857142856,14
obsessive,3.5357142857142856,14
testosterone,3.5357142857142856,14
missionary,3.5357142857142856,42
christmas carol,3.5357142857142856,14
anime cliches,3.5357142857142856,14
bourgeoisie,3.5357142857142856,14
david strathairn,3.5357142857142856,14
misunderstandings,3.5357142857142856,28
2030s,3.5357142857142856,14
librarians,3.5357142857142856,28
revisionist,3.5357142857142856,14
child abuse,3.535483870967742,465
raunchy,3.5350877192982457,114
peter cushing,3.5348837209302326,43
multilingual,3.5348837209302326,86
environmentalism,3.5344827586206895,87
vision,3.5344827586206895,87
director poc,3.5344827586206895,29
desperation,3.5343511450381677,131
virus,3.5343347639484977,466
gay interest,3.534090909090909,44
human animal relationship,3.5338983050847457,59
old age,3.533536585365854,164
alligator,3.533333333333333,30
footage,3.533333333333333,15
drug trip,3.533333333333333,15
kicking,3.533333333333333,15
old lady,3.533333333333333,15
jacqueline bisset,3.533333333333333,15
modernism,3.533333333333333,15
child as adult,3.533333333333333,45
female singer,3.533333333333333,15
outlaw gang,3.533333333333333,15
religious intolerance,3.533333333333333,15
video arcade,3.533333333333333,15
tea,3.533333333333333,30
dreamer,3.533333333333333,15
16mm,3.533333333333333,15
based on a manga,3.533333333333333,45
banter,3.533333333333333,15
farmhouse,3.5327868852459017,61
james spader,3.532258064516129,62
pop music,3.532258064516129,31
witness protection,3.532258064516129,31
reality tv,3.532051282051282,78
boxing,3.5317622950819674,488
friday night movie,3.53125,16
magic board game,3.53125,16
road,3.53125,16
insecurity,3.53125,32
repeated line,3.53125,32
debt collection,3.53125,16
excellent fxs,3.53125,16
englishman,3.53125,16
lolita-fetish,3.53125,16
robert patrick,3.53125,16
arena,3.53125,16
world war iii,3.53125,16
tribal,3.53125,32
politically incorrect,3.53125,16
characterization,3.53125,16
camels,3.53125,16
adulthood,3.53125,16
ptsd,3.5310077519379846,129
space battle,3.5309278350515463,97
